"U_ID","Transcription","Repair","Pair","Interlocutor","Task"
"13_Spontaneous","nej",0,"13","13_B","Spontaneous"
"13_Spontaneous","fortæl hinanden om den mærkeligste samtale i nogensinde har overhørt?",0,"13","13_B","Spontaneous"
"13_Spontaneous","(suk)",0,"13","13_A","Spontaneous"
"13_Spontaneous","øh",0,"13","13_A","Spontaneous"
"13_Spontaneous","øh overhørt altså",0,"13","13_A","Spontaneous"
"13_Spontaneous","det jo ikke sådan noget man lige går rundt og har i sin eller det ved jeg ikke har du én du",0,"13","13_A","Spontaneous"
"13_Spontaneous","nej overhovedet ikke jeg har ikke- jeg har ikke nogen men jeg synes da det er mærkeligt hvis man kører i tog eller i bus og så folk har sådan personlige samtaler",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja som måske ikke burde have været delt med alle andre",0,"13","13_A","Spontaneous"
"13_Spontaneous","ved siden af én",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja helt sikkert",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja og jeg tror måske også vi måske mere har sådan et generelt svar og at vi sådan kan genkende at der er nogengange vi har siddet med den der",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","dude det havde jeg måske ikke behøvet få at vide hvad det der var det kunne være du skulle have valgt den samtale et andet tidspunkt",0,"13","13_A","Spontaneous"
"13_Spontaneous","nej",0,"13","13_B","Spontaneous"
"13_Spontaneous","præcis",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","men endnu mere konkret",0,"13","13_A","Spontaneous"
"13_Spontaneous","men jeg kan ikke tænke på en specifik",0,"13","13_B","Spontaneous"
"13_Spontaneous","nej heller ikke mig",0,"13","13_A","Spontaneous"
"13_Spontaneous","det oplever man da engang imellem",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja her for nylig øh hvad stod der mærkelig samtale øh det var sådan tre drenge der lige var kommet ud af IKEA og jeg havde på fornemmelsen at de sådan skulle til at flytte sammen de er sådan typisk færdige med gym og skulle ligesom ud og bo sammen og studere eller sådan noget",0,"13","13_A","Spontaneous"
"13_Spontaneous","mm",0,"13","13_B","Spontaneous"
"13_Spontaneous","og så var det sådan noget med",0,"13","13_A","Spontaneous"
"13_Spontaneous","øh de skulle have et- en hylde ud af toilettet så den ene han spurgte hvordan- hvordan får vi egentlig den ned? så den anden han var sådan lidt øh hvad mener du og så blev han øh det var bare sådan noget vi fyrer den da bare ned med en hammer altså og det var bare sådan",0,"13","13_A","Spontaneous"
"13_Spontaneous","altså ned i toilettet?",1,"13","13_B","Spontaneous"
"13_Spontaneous","nej nej ud af- ud af toilet øh rummet badeværelset",0,"13","13_A","Spontaneous"
"13_Spontaneous","nå okay",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","det var - jeg hørte ikke sådan ordentligt efter men det var bare sådan og det også bare meget sådan drenge sådan noget jo det gør vi da bare",0,"13","13_A","Spontaneous"
"13_Spontaneous","nej",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja ja vi gør bare sådan sådan smadrer det hele",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","det det syntes jeg var lidt mærkeligt",0,"13","13_A","Spontaneous"
"13_Spontaneous","altså det lød meget fedt fed oplevelse de kommer til at have men stadig underligt",0,"13","13_A","Spontaneous"
"13_Spontaneous","men mærkeligt for dig som ikke lige kendte- kendte til det",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","nå hvad læser du så?",0,"13","13_B","Spontaneous"
"13_Spontaneous","øh informations- og kommunikationsteknologi / softwareingeniør",0,"13","13_A","Spontaneous"
"13_Spontaneous","nå-->",0,"13","13_B","Spontaneous"
"13_Spontaneous","okay så du går ikke her",0,"13","13_B","Spontaneous"
"13_Spontaneous","nej",0,"13","13_A","Spontaneous"
"13_Spontaneous","du er nede på hvad er det så det hedder marien-",0,"13","13_B","Spontaneous"
"13_Spontaneous","nej",0,"13","13_A","Spontaneous"
"13_Spontaneous","jeg er oppe på Katrinebjerg",0,"13","13_A","Spontaneous"
"13_Spontaneous","Katrinebjerg",0,"13","13_B","Spontaneous"
"13_Spontaneous","det er det det hedder ikke marinebjerg Katrinebjerg",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","og så silkeborg ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","okay",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","er du her eller hvad?",0,"13","13_A","Spontaneous"
"13_Spontaneous","jeg jeg går her jeg læser øh finansiering øh kandidat i finansiering",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","nå okay",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","nå jeg troede faktisk kun det var sådan nogen der gik her som øh som gad at møde op",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","øh her på det sidste der er det også på grund af min kæreste hun studerer psykologi og hun er også meget inde til det der vi skal støtte science og sådan noget",0,"13","13_A","Spontaneous"
"13_Spontaneous","nå ja lige præcis",0,"13","13_B","Spontaneous"
"13_Spontaneous","og så også så var det lidt den økonomiske at øh at så kunne man også få lidt ekstra penge",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja da",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja det er- det er dobbelt win",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja jamen det",0,"13","13_A","Spontaneous"
"13_Spontaneous","du siger du har læst datalogi først?",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","så ændrede du det så til",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja ingeniør der er lidt af det samme",0,"13","13_B","Spontaneous"
"13_Spontaneous","okay",0,"13","13_A","Spontaneous"
"13_Spontaneous","men øh",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja så jeg er faktisk- jeg er andet semester kun nu",0,"13","13_B","Spontaneous"
"13_Spontaneous","okay",0,"13","13_A","Spontaneous"
"13_Spontaneous","fordi ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","fordi du stoppede der men har du så kunne du så ikke få merit for noget af",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","jo øh",0,"13","13_B","Spontaneous"
"13_Spontaneous","det men",0,"13","13_B","Spontaneous"
"13_Spontaneous","jeg kan stadig der er jo stadig en masse hardware i det",0,"13","13_B","Spontaneous"
"13_Spontaneous","så",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","som du ikke har haft",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja nemlig",0,"13","13_B","Spontaneous"
"13_Spontaneous","det var det",0,"13","13_A","Spontaneous"
"13_Spontaneous","det var mega meget mere teoretisk på datalogi",0,"13","13_B","Spontaneous"
"13_Spontaneous","mm",0,"13","13_A","Spontaneous"
"13_Spontaneous","så",0,"13","13_B","Spontaneous"
"13_Spontaneous","der er en af mine kollegaer",0,"13","13_A","Spontaneous"
"13_Spontaneous","Bjørk hedder hun",0,"13","13_A","Spontaneous"
"13_Spontaneous","mm",0,"13","13_B","Spontaneous"
"13_Spontaneous","ved du hvem det er?",0,"13","13_A","Spontaneous"
"13_Spontaneous","nej",0,"13","13_B","Spontaneous"
"13_Spontaneous","nå hun er bare den eneste jeg kender der",0,"13","13_A","Spontaneous"
"13_Spontaneous","læser datalogi",0,"13","13_A","Spontaneous"
"13_Spontaneous","nå->",0,"13","13_B","Spontaneous"
"13_Spontaneous","men øh",0,"13","13_A","Spontaneous"
"13_Spontaneous","det jo ikke sikkert i går på samme semester eller noget som helst",0,"13","13_A","Spontaneous"
"13_Spontaneous","hvad går hun på?",0,"13","13_B","Spontaneous"
"13_Spontaneous","det ved jeg faktisk ikke",0,"13","13_A","Spontaneous"
"13_Spontaneous","nej okay",0,"13","13_B","Spontaneous"
"13_Spontaneous","det ved jeg faktisk ikke",0,"13","13_A","Spontaneous"
"13_Spontaneous","jeg kender hende ikke sådan",0,"13","13_A","Spontaneous"
"13_Spontaneous","hvad",0,"13","13_B","Spontaneous"
"13_Spontaneous","din kollega",0,"13","13_B","Spontaneous"
"13_Spontaneous","personligt",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","øh jeg arbejder i danske bank",0,"13","13_A","Spontaneous"
"13_Spontaneous","nå-> nice",0,"13","13_B","Spontaneous"
"13_Spontaneous","så hun sidder også i en anden afdeling end mig så det er ikke fordi jeg kender hende",0,"13","13_A","Spontaneous"
"13_Spontaneous","nej",0,"13","13_B","Spontaneous"
"13_Spontaneous","særlig godt",0,"13","13_A","Spontaneous"
"13_Spontaneous","så så de har nemlig også alle deres student devel- developere",0,"13","13_B","Spontaneous"
"13_Spontaneous","mm",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","er du- er du studentermedhjælper derinde eller?",0,"13","13_B","Spontaneous"
"13_Spontaneous","øh ja det kan- det kan man godt kalde det altså jeg",0,"13","13_A","Spontaneous"
"13_Spontaneous","jeg sidder som sådan en supervisor",0,"13","13_A","Spontaneous"
"13_Spontaneous","i deres mm",0,"13","13_A","Spontaneous"
"13_Spontaneous","vi har sådan et øh- et service-team",0,"13","13_A","Spontaneous"
"13_Spontaneous","bestående af studerende",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","og der er jeg så øh",0,"13","13_A","Spontaneous"
"13_Spontaneous","mellemleder",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","øh",0,"13","13_A","Spontaneous"
"13_Spontaneous","så ja det er- det er et studiejob",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","finance",0,"13","13_B","Spontaneous"
"13_Spontaneous","mm",0,"13","13_A","Spontaneous"
"13_Spontaneous","er det bare det det hedder?",0,"13","13_B","Spontaneous"
"13_Spontaneous","det hedder finance og international business",0,"13","13_A","Spontaneous"
"13_Spontaneous","okay",0,"13","13_B","Spontaneous"
"13_Spontaneous","hvad studerede du (som) bacheloren?",0,"13","13_B","Spontaneous"
"13_Spontaneous","øh HA",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","bare HA ikke?",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja bare HA almen",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","og så mm",0,"13","13_A","Spontaneous"
"13_Spontaneous","mm",0,"13","13_B","Spontaneous"
"13_Spontaneous","så kunne vi jo vælge",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","øh??",0,"13","13_B","Spontaneous"
"13_Spontaneous","en bred vifte",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","af linjer",0,"13","13_A","Spontaneous"
"13_Spontaneous","men hvad- skal du så også have en kandidat eller hvad?",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja det tænker jeg selvom der er rigtig mange der siger at man egentlig bare skal stoppe efter bacheloren og så få et job der",0,"13","13_B","Spontaneous"
"13_Spontaneous","nå->",0,"13","13_A","Spontaneous"
"13_Spontaneous","det er nok eller hvad? det kan man sagtens?",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","det er sådan tror jeg det er med de- fordi det er professionsbachelor",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","øh",0,"13","13_B","Spontaneous"
"13_Spontaneous","så tror jeg egentlig bare og det er jo",0,"13","13_B","Spontaneous"
"13_Spontaneous","jamen er det så erhvervsakademiet",0,"13","13_A","Spontaneous"
"13_Spontaneous","nej",0,"13","13_B","Spontaneous"
"13_Spontaneous","du går på?",0,"13","13_A","Spontaneous"
"13_Spontaneous","det er- altså det er ingeniørhøjskolen",0,"13","13_B","Spontaneous"
"13_Spontaneous","okay så det er Århus Universitet",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","det jo bare sådan",0,"13","13_B","Spontaneous"
"13_Spontaneous","Århus Universitet eller det er bare sådan ingeniørhøjskolen der bare sådan er blevet en del af Århus Universitet",0,"13","13_B","Spontaneous"
"13_Spontaneous","en del af",0,"13","13_A","Spontaneous"
"13_Spontaneous","okay",0,"13","13_A","Spontaneous"
"13_Spontaneous","så det hedder ingeniørhøjskolen og Århus Universitet",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","men det er en professionsbachelor og vi har praktik",0,"13","13_B","Spontaneous"
"13_Spontaneous","det er mega nice vi har det på femte semester",0,"13","13_B","Spontaneous"
"13_Spontaneous","så kommer man jo ud og mærker faktisk basically om hvordan det er at være programmør hverdag og",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","gøre det som du også skal når duer færdig og så",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","altså så hvorfor tage mere",0,"13","13_B","Spontaneous"
"13_Spontaneous","så skulle det være hvis du var",0,"13","13_B","Spontaneous"
"13_Spontaneous","jeg ved ikke fået rigtig høje karakterer i din øh eller har klaret dig rigtig godti",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","øh i din bachelor og- og gerne vil have mere og have god forståelse for det og sådan",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja eller specialisere sig i et eller andet emne ikke?",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","men det er måske svært allerede at vide hvordan det tidspunkt",0,"13","13_B","Spontaneous"
"13_Spontaneous","så også",0,"13","13_B","Spontaneous"
"13_Spontaneous","altså det er også typisk",0,"13","13_B","Spontaneous"
"13_Spontaneous","mange der så vil- hvis du så har været ude efter bacheloren og har været ude og arbejde så kan det godt være at øh",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","de stadig godt kan arbejde samtidig med du så læser kandidaten så altså samtidig",0,"13","13_B","Spontaneous"
"13_Spontaneous","nå-> okay så de tager den senere",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja nemlig",0,"13","13_B","Spontaneous"
"13_Spontaneous","altså",0,"13","13_B","Spontaneous"
"13_Spontaneous","det",0,"13","13_B","Spontaneous"
"13_Spontaneous","det er lidt specielt med sådan programmører synes jeg sådan fordi det ikke sådan",0,"13","13_B","Spontaneous"
"13_Spontaneous","det typisk du skal bare have massere af erfar- erhvervserfaring",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","og så skal du bare ud og være midt i",0,"13","13_B","Spontaneous"
"13_Spontaneous","de er ligeglade med karakterer og sådan noget",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","nogen gange i hvert fald",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","ej det ved jeg ikke",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","nej nej men det er ikke det der betyder alt",0,"13","13_A","Spontaneous"
"13_Spontaneous","jo",0,"13","13_B","Spontaneous"
"13_Spontaneous","nå->",0,"13","13_A","Spontaneous"
"13_Spontaneous","hvert fald hvis man skal have et godt job",0,"13","13_B","Spontaneous"
"13_Spontaneous","hvis man skal have et godt job ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja og et god praktiksted",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja okay",0,"13","13_A","Spontaneous"
"13_Spontaneous","så er det med at hænge i",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","det skal nok gå",0,"13","13_B","Spontaneous"
"13_Spontaneous","men har du et arbejde nu eller hvad?",0,"13","13_A","Spontaneous"
"13_Spontaneous","nej",0,"13","13_B","Spontaneous"
"13_Spontaneous","nej",0,"13","13_A","Spontaneous"
"13_Spontaneous","jo jo jo jo",0,"13","13_B","Spontaneous"
"13_Spontaneous","nå<U+2197> nå->",0,"13","13_A","Spontaneous"
"13_Spontaneous","men altså jeg arbejder som tjener",0,"13","13_B","Spontaneous"
"13_Spontaneous","okay",0,"13","13_A","Spontaneous"
"13_Spontaneous","så ikke sådan noget studie- øh relevant",0,"13","13_A","Spontaneous"
"13_Spontaneous","nej ikke studierelevant",0,"13","13_B","Spontaneous"
"13_Spontaneous","nej",0,"13","13_B","Spontaneous"
"13_Spontaneous","job",0,"13","13_A","Spontaneous"
"13_Spontaneous","nå hvor arbejder du som tjener henne?",0,"13","13_A","Spontaneous"
"13_Spontaneous","på oishi",0,"13","13_B","Spontaneous"
"13_Spontaneous","sushi",0,"13","13_A","Spontaneous"
"13_Spontaneous","sushi",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","nå!",0,"13","13_A","Spontaneous"
"13_Spontaneous","lækkert",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","hvor- altså er det den der ligger nede på Jægergårdsgade?",0,"13","13_A","Spontaneous"
"13_Spontaneous","nej",0,"13","13_B","Spontaneous"
"13_Spontaneous","nå",0,"13","13_A","Spontaneous"
"13_Spontaneous","der har de også en tror jeg nok de har",0,"13","13_B","Spontaneous"
"13_Spontaneous","mm",0,"13","13_B","Spontaneous"
"13_Spontaneous","de har sådan en etter og en to'er eller sådan noget",0,"13","13_B","Spontaneous"
"13_Spontaneous","nå okay",0,"13","13_A","Spontaneous"
"13_Spontaneous","er det nå men er det",0,"13","13_A","Spontaneous"
"13_Spontaneous","den ligger på nørre",0,"13","13_B","Spontaneous"
"13_Spontaneous","gade",0,"13","13_B","Spontaneous"
"13_Spontaneous","du ved dernede ved Paradis Is",0,"13","13_B","Spontaneous"
"13_Spontaneous","øh nå<U+2197> der okay",0,"13","13_A","Spontaneous"
"13_Spontaneous","nå<U+2197>",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","er det ikke sådan- er det ikke sådan noget go-around?",0,"13","13_A","Spontaneous"
"13_Spontaneous","jo running sushi ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","running sushi ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","ej det har jeg hørt skulle være rigtig godt",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","det er også rimelig",0,"13","13_B","Spontaneous"
"13_Spontaneous","hypet eller sådan",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","højt",0,"13","13_B","Spontaneous"
"13_Spontaneous","i Århus",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","nå->",0,"13","13_A","Spontaneous"
"13_Spontaneous","nå men det er- min kusine har nemlig været der vildt mange gange",0,"13","13_A","Spontaneous"
"13_Spontaneous","jeg altså jeg har ikke lige prøvet så mange sushi steder i Århus endnu der er jo så mange",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","forskellige",0,"13","13_A","Spontaneous"
"13_Spontaneous","der er også hård- hård- hård konkurrence men altså vi klarer det ret godt synes- tror jeg",0,"13","13_B","Spontaneous"
"13_Spontaneous","nej jeres sted det har jeg til gode",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja okay",0,"13","13_B","Spontaneous"
"13_Spontaneous","det har jeg til gode",0,"13","13_A","Spontaneous"
"13_Spontaneous","det koster tohundredeatten når på ikke-fredage",0,"13","13_B","Spontaneous"
"13_Spontaneous","og lørdag",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","og tohundrede",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja ja det er",0,"13","13_A","Spontaneous"
"13_Spontaneous","otteogtredive",0,"13","13_B","Spontaneous"
"13_Spontaneous","det er- det er dyrt",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja det er lidt dyrt",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja det er det",0,"13","13_A","Spontaneous"
"13_Spontaneous","jeg ville ikke selv gå in og købe det",0,"13","13_B","Spontaneous"
"13_Spontaneous","nej",0,"13","13_A","Spontaneous"
"13_Spontaneous","altså",0,"13","13_B","Spontaneous"
"13_Spontaneous","det er selv selvom jeg får tyve procent ville jeg ikke gøre det",0,"13","13_B","Spontaneous"
"13_Spontaneous","nej okay",0,"13","13_A","Spontaneous"
"13_Spontaneous","jeg synes det er- også fordi når- når det",0,"13","13_B","Spontaneous"
"13_Spontaneous","altså når i stedet for at smide det ud så hvis man har været tjener den aften så kan man få lov til lige at spise lidt",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","øh",0,"13","13_B","Spontaneous"
"13_Spontaneous","kan du- men du kan godt lide sushi?",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","godt nok",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","det havde fandeme været nederen",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja det havde det godt nok",0,"13","13_A","Spontaneous"
"13_Spontaneous","men",0,"13","13_B","Spontaneous"
"13_Spontaneous","det er i hvert fald dyrt synes jeg nok",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja det er det",0,"13","13_A","Spontaneous"
"13_Spontaneous","det er det sgu",0,"13","13_A","Spontaneous"
"13_Spontaneous","i hvert fald de der steder",0,"13","13_A","Spontaneous"
"13_Spontaneous","hvem- hvad for nogle steder har du prøvet?",0,"13","13_B","Spontaneous"
"13_Spontaneous","jamen jeg har prøvet",0,"13","13_A","Spontaneous"
"13_Spontaneous","Saichi hedder det",0,"13","13_A","Spontaneous"
"13_Spontaneous","Ja Saichi lige ved siden af tror jeg",0,"13","13_B","Spontaneous"
"13_Spontaneous","det den der ligger",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja det",0,"13","13_A","Spontaneous"
"13_Spontaneous","nå den ligger altså nede på- den jeg har været på i hvert fald den ligger altså nede på Jægergårdsgade",0,"13","13_A","Spontaneous"
"13_Spontaneous","nå i Jægergårdsgade",0,"13","13_B","Spontaneous"
"13_Spontaneous","nå-> ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","jamen jeg tror det er også",0,"13","13_B","Spontaneous"
"13_Spontaneous","den samme",0,"13","13_B","Spontaneous"
"13_Spontaneous","okay",0,"13","13_A","Spontaneous"
"13_Spontaneous","der ligger nemlig også en Saichi nede ved",0,"13","13_B","Spontaneous"
"13_Spontaneous","ved siden af Oishi",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","det var- det er jo sådan noget med at så altså må du bare bestille",0,"13","13_A","Spontaneous"
"13_Spontaneous","alt det du har lyst til",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja men",0,"13","13_B","Spontaneous"
"13_Spontaneous","for et eller andet beløb men så skal du betale",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","for det der ligger tilbage eller sådan noget",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","jamen det er det samme øh som den Saichi der ligger ved siden af",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_A","Spontaneous"
"13_Spontaneous","det var sådan set- det var sådan set godt nok",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja det tænker jeg også",0,"13","13_B","Spontaneous"
"13_Spontaneous","men det var bare puha det var alt for meget vi",0,"13","13_A","Spontaneous"
"13_Spontaneous","vi man tvang jo sig selv til at spise det sidste",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","så skulle man nok lige sådan have bestilt lidt ad gangen i stedet for bare at bestille mega meget til at starte med",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","og så har jeg været øh jo så har jeg da også prøvet",0,"13","13_A","Spontaneous"
"13_Spontaneous","hvad hedder de der Sushi Mania",0,"13","13_A","Spontaneous"
"13_Spontaneous","nå->",0,"13","13_B","Spontaneous"
"13_Spontaneous","det er også fint nok men altså der synes jeg godt man kan- man kan godt smage at det ikke lige er sådan",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","kvalitet",0,"13","13_B","Spontaneous"
"13_Spontaneous","topkvalitet",0,"13","13_A","Spontaneous"
"13_Spontaneous","over eller",0,"13","13_B","Spontaneous"
"13_Spontaneous","så har vi prøvet det der Soya",0,"13","13_A","Spontaneous"
"13_Spontaneous","der",0,"13","13_B","Spontaneous"
"13_Spontaneous","to",0,"13","13_A","Spontaneous"
"13_Spontaneous","den der- den der ligger nede ved Vester",0,"13","13_A","Spontaneous"
"13_Spontaneous","ja",0,"13","13_B","Spontaneous"
"13_Spontaneous","i bunden af",0,"13","13_B","Spontaneous"
"13_Spontaneous","ja nej hvad fanden hedder det",0,"13","13_A","Spontaneous"
"13_Spontaneous","nå->",0,"13","13_B","Spontaneous"
"13_Spontaneous","nej den der ligger nede",0,"13","13_A","Spontaneous"
